Timestamp,URL,Price (JPY),Total Price
2025-03-15 17:50:00,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 17:50:04,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 17:50:07,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 18:13:03,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 18:13:10,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 18:13:14,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 18:35:12,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 18:35:16,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 18:35:20,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 18:45:54,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 18:45:57,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 18:46:01,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 19:07:26,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 19:07:30,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 19:07:34,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 19:25:06,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 19:25:11,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 19:25:14,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 19:42:18,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 19:42:22,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 19:42:25,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 20:10:37,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 20:10:41,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 20:10:45,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 20:28:40,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 20:28:43,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 20:28:46,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 20:42:24,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 20:42:27,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 20:42:31,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 21:09:39,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 21:09:42,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 21:09:46,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 21:28:24,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 21:28:27,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 21:28:30,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 21:42:14,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 21:42:18,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 21:42:22,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 22:08:57,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 22:09:00,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 22:09:03,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 22:32:12,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 22:32:16,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 22:32:19,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 22:42:30,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 22:42:33,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 22:42:37,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 23:09:32,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 23:09:36,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 23:09:39,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 23:26:45,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 23:26:48,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 23:26:52,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-15 23:41:59,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-15 23:42:04,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-15 23:42:08,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 00:56:06,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 00:56:09,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 00:56:13,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 02:23:49,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 02:23:52,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 02:23:56,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 03:19:31,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 03:19:35,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 03:19:38,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 03:43:23,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 03:43:27,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 03:43:30,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 04:12:32,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 04:12:35,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 04:12:38,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 04:33:48,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 04:33:51,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 04:33:54,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 04:46:03,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 04:46:11,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 04:46:19,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 05:09:54,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 05:09:57,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 05:10:00,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 05:30:12,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 05:30:15,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 05:30:19,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 05:41:57,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 05:42:00,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 05:42:04,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 06:13:40,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 06:13:46,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 06:13:49,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 06:36:11,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 06:36:15,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 06:36:18,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 06:46:17,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 06:46:21,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 06:46:26,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 07:09:53,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 07:09:57,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 07:10:01,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 07:26:11,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 07:26:13,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 07:26:17,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 07:42:12,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 07:42:15,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 07:42:19,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 08:13:01,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 08:13:05,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 08:13:08,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 08:32:41,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 08:32:44,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 08:32:48,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 08:45:11,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 08:45:15,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 08:45:18,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 09:09:51,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 09:09:54,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 09:09:58,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 09:28:11,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 09:28:15,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 09:28:18,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 09:42:14,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 09:42:18,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 09:42:21,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 10:10:22,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 10:10:25,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 10:10:29,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 10:32:40,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 10:32:44,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 10:32:47,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 10:42:31,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 10:42:33,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 10:42:36,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 11:09:38,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 11:09:42,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 11:09:45,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 11:26:14,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 11:26:17,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 11:26:20,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 11:42:20,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 11:42:24,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 11:42:27,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 12:17:51,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 12:17:54,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 12:17:57,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 12:51:15,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 12:51:18,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 12:51:22,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 13:16:11,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 13:16:14,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 13:16:18,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 13:32:29,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 13:32:32,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 13:32:36,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 13:42:21,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 13:42:24,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 13:42:28,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 14:08:40,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 14:08:43,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 14:08:46,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 14:29:13,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 14:29:16,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 14:29:19,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 14:42:13,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 14:42:17,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 14:42:20,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 15:09:39,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 15:09:42,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 15:09:46,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 15:28:15,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 15:28:18,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 15:28:22,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 15:41:56,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 15:42:00,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 15:42:04,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 16:11:26,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 16:11:29,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 16:11:33,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 16:35:00,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 16:35:03,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 16:35:07,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 16:46:36,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 16:46:40,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 16:46:43,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 17:08:25,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 17:08:28,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 17:08:32,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 17:29:26,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 17:29:30,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 17:29:33,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 17:42:27,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
2025-03-16 17:42:30,https://www.beforward.jp/toyota/corolla-fielder/bx110228/id/10331058/,"$10,760","13,024"
2025-03-16 17:42:34,https://www.beforward.jp/toyota/probox/bw892545/id/10157960/,"$12,060","14,139"
2025-03-16 18:13:55,https://www.beforward.jp/toyota/land-cruiser-prado/bw759006/id/10023141/,"$33,190","36,308"
